TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
"          Museums, Historical Sites, and Similar Institutio",4266.67,4358.33,4516.67,4625.0,4866.67,5091.67,5316.67,5625.0,5683.33,5741.67,4550.0,4500.0,5241.67,5825.0,5261.11
"          Amusement, Gambling, and Recreation Industries",34375.0,34016.67,34658.33,35825.0,37475.0,39225.0,41191.67,42758.33,44366.67,46266.67,24808.33,29700.0,38500.0,42200.0,40095.83
            Gambling Industries,6366.67,6158.33,6266.67,6375.0,6475.0,6950.0,7433.33,7691.67,7508.33,7641.67,3475.0,3908.33,5425.0,6291.67,6561.81
            Other Amusement and Recreation Industries,23941.67,23775.0,24141.67,24791.67,26033.33,27225.0,28550.0,29908.33,31450.0,32950.0,18741.67,21958.33,28466.67,30641.67,28248.61
        Accommodation and Food Services,317941.67,327008.33,345600.0,366866.67,387991.67,406491.67,422725.0,434900.0,442300.0,449166.67,328750.0,360283.33,420258.33,437566.67,405984.03
          Accommodation,40608.33,41358.33,42341.67,43941.67,46050.0,46908.33,47608.33,48800.0,50316.67,50850.0,31491.67,31091.67,41325.0,45275.0,44891.67
          Food Services and Drinking Places,277333.33,285650.0,303258.33,322925.0,341941.67,359583.33,375116.67,386100.0,391983.33,398316.67,297258.33,329191.67,378933.33,392291.67,361092.36
            Restaurants and Other Eating Places,255441.67,263316.67,280375.0,298958.33,316816.67,333408.33,347166.67,356791.67,362258.33,366950.0,280675.0,308091.67,348166.67,358416.67,330534.03
            Full-Service Restaurants,132733.33,137750.0,148825.0,157150.0,164266.67,172175.0,178091.67,180483.33,181225.0,180991.67,115591.67,133991.67,161916.67,166991.67,160518.75
               Limited-Service Restaurants and Other Eating,122708.33,125566.67,131550.0,141808.33,152550.0,161233.33,169075.0,176308.33,181033.33,185958.33,165083.33,174100.0,186250.0,191425.0,170015.28
            Special Food Services,15591.67,16191.67,16466.67,17316.67,17825.0,18741.67,20241.67,21250.0,21275.0,22016.67,12708.33,15658.33,21891.67,24666.67,22265.97
      Other Services,136783.33,137016.67,141700.0,145708.33,150550.0,151075.0,153366.67,155691.67,158850.0,158416.67,128775.0,135700.0,152958.33,157758.33,153054.86
          Repair and Maintenance,35808.33,35058.33,35858.33,36708.33,37683.33,37900.0,38191.67,38766.67,38650.0,38025.0,33950.0,34775.0,36616.67,37175.0,37043.05
          Personal and Laundry Services,45433.33,45900.0,48016.67,50308.33,52458.33,53216.67,54216.67,55208.33,57125.0,57608.33,40491.67,46800.0,58150.0,60558.33,56201.39
"          Religious, Grantmaking, Civic, Professional, and ",55541.67,56058.33,57825.0,58691.67,60408.33,59958.33,60958.33,61716.67,63075.0,62783.33,54333.33,54125.0,58191.67,60025.0,59810.42
      Government,579558.33,565466.67,556816.67,551233.33,556166.67,568491.67,576658.33,586108.33,590633.33,586883.33,570225.0,560241.67,570025.0,582341.67,579520.14
        Federal Government,51566.67,49033.33,48100.0,47175.0,46708.33,47366.67,47741.67,47991.67,47266.67,47341.67,50166.67,47675.0,47133.33,47866.67,48473.61
          Department of Defense,3433.33,3658.33,3600.0,3550.0,3416.67,3391.67,3300.0,3300.0,3358.33,3425.0,3450.0,3408.33,3316.67,3225.0,3313.19
          Federal Government excluding Department of Defense,48133.33,45375.0,44500.0,43625.0,43291.67,43975.0,44441.67,44691.67,43908.33,43916.67,46716.67,44266.67,43816.67,44641.67,45160.42
        Total State and Local Government,527991.67,516433.33,508716.67,504058.33,509458.33,521125.0,528916.67,538116.67,543366.67,539541.67,520058.33,512566.67,522891.67,534475.0,531046.53
        State Government,80733.33,82675.0,83091.67,83608.33,85266.67,87416.67,89866.67,92516.67,91725.0,86516.67,89016.67,90666.67,95433.33,98258.33,92564.58
          State Government Educational Services,49841.67,51375.0,52675.0,53933.33,56100.0,58525.0,60583.33,62766.67,61566.67,55308.33,57841.67,57650.0,60300.0,62741.67,59377.08
          State Government Excluding Education,30891.67,31300.0,30416.67,29675.0,29166.67,28891.67,29283.33,29750.0,30158.33,31208.33,31175.0,33016.67,35133.33,35516.67,33187.5
        Local Government,447258.33,433758.33,425625.0,420450.0,424191.67,433708.33,439050.0,445600.0,451641.67,453025.0,431041.67,421900.0,427458.33,436216.67,438481.94
          Local Government Educational Services,234225.0,225925.0,220000.0,215616.67,217300.0,223908.33,226233.33,228725.0,230016.67,229341.67,212066.67,207733.33,214691.67,219841.67,225230.56
          Local Government excluding Educational Services,213033.33,207833.33,205625.0,204833.33,206891.67,209800.0,212816.67,216875.0,221625.0,223683.33,218975.0,214166.67,212766.67,216375.0,213251.39
            County Government,98225.0,95991.67,95683.33,95250.0,96550.0,98166.67,100850.0,103991.67,107516.67,107875.0,107958.33,106658.33,104216.67,103908.33,100108.33
            City Government,93625.0,90833.33,89100.0,88358.33,88508.33,89441.67,90858.33,92441.67,93616.67,94983.33,90366.67,87091.67,87933.33,91175.0,91718.75
        Special Districts plus Tribes,21150.0,21000.0,20841.67,21225.0,21833.33,22191.67,21108.33,20441.67,20491.67,20825.0,20650.0,20416.67,20616.67,21291.67,21420.83
