TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
      Information,431966.67,434341.67,440050.0,454300.0,468308.33,492875.0,531116.67,534925.0,548908.33,567200.0,540525.0,568733.33,617591.67,558958.33,493605.56
          Motion Picture and Sound Recording Industries,144858.33,144191.67,141341.67,144450.0,145758.33,152750.0,173583.33,159633.33,158558.33,158016.67,123691.67,144025.0,172300.0,131216.67,129216.67
            Motion Picture and Video Industries,141091.67,140075.0,137366.67,140825.0,141966.67,149008.33,169841.67,155750.0,154433.33,153558.33,119250.0,139333.33,166916.67,125791.67,124427.08
               Motion Picture and Video Production,108941.67,109125.0,107058.33,111075.0,112575.0,118125.0,137641.67,122916.67,120300.0,118908.33,99658.33,115633.33,135766.67,94700.0,95064.58
          Publishing Industries,86966.67,89208.33,92800.0,95183.33,98308.33,105008.33,109625.0,115566.67,123075.0,130550.0,134650.0,138133.33,145075.0,139791.67,116155.56
"            Newspaper, Periodical, Book, and Directory Publ",40775.0,39108.33,38075.0,37500.0,36491.67,36191.67,35250.0,33650.0,32316.67,31008.33,28408.33,26750.0,26725.0,24825.0,29737.5
            Software Publishers,46191.67,50100.0,54725.0,57683.33,61816.67,68816.67,74375.0,81916.67,90758.33,99541.67,106241.67,111383.33,118350.0,114966.67,86418.06
          Broadcasting and Content Providers,56658.33,58666.67,61291.67,62658.33,65791.67,68858.33,72500.0,78250.0,81891.67,85666.67,84958.33,86075.0,90650.0,82433.33,70547.22
            Radio and Television Broadcasting Stations,13041.67,13133.33,13425.0,13633.33,13908.33,13850.0,14066.67,14791.67,14708.33,14225.0,12258.33,12108.33,12583.33,12341.67,12561.8
"            Media Streaming Distribution Services, Social N",43616.67,45533.33,47866.67,49025.0,51883.33,55008.33,58433.33,63458.33,67183.33,71441.67,72700.0,73966.67,78066.67,70091.67,57985.42
        Telecommunications,96725.0,92500.0,88500.0,87975.0,85691.67,82116.67,80450.0,75508.33,71591.67,67091.67,61733.33,59316.67,58200.0,56575.0,69224.31
               Wired Telecommunications Carriers,56416.67,57133.33,59008.33,58541.67,57216.67,55308.33,55141.67,52375.0,49358.33,45316.67,39900.0,38450.0,38716.67,37458.33,45084.72
"          Computing Infrastructure Providers, Data Processi",21108.33,21541.67,23625.0,26683.33,29958.33,36041.67,41675.0,45783.33,49991.67,55425.0,59858.33,66600.0,80241.67,83783.33,58268.05
"          Web Search Portals, Libraries, Archives, and Othe",25650.0,28233.33,32491.67,37350.0,42800.0,48100.0,53283.33,60183.33,63800.0,70450.0,75633.33,74583.33,71125.0,65158.33,50193.75
      Financial Activities,761208.33,762583.33,773783.33,783033.33,782441.67,802075.0,822483.33,831875.0,836900.0,840041.67,816350.0,827250.0,838708.33,814250.0,791245.83
        Finance and Insurance,512658.33,515191.67,522658.33,523766.67,516666.67,529791.67,544166.67,546325.0,541950.0,537233.33,534041.67,537766.67,533183.33,509525.0,508678.47
          Credit Intermediation and Related Activities incl,252616.67,254383.33,258400.0,254641.67,242233.33,242633.33,248291.67,248300.0,242125.0,237583.33,238316.67,241666.67,229675.0,208866.67,222506.25
            Depository Credit Intermediation including Mone,171400.0,173483.33,173916.67,162683.33,152000.0,143833.33,143141.67,142125.0,139983.33,141925.0,139541.67,134700.0,132975.0,131400.0,143281.94
            Nondepository Credit Intermediation,48791.67,47091.67,48200.0,53083.33,51933.33,57883.33,64483.33,65525.0,62283.33,57350.0,58308.33,62775.0,55708.33,45425.0,46400.0
            Activities Related to Credit Intermediation,32425.0,33808.33,36283.33,38875.0,38300.0,40916.67,40666.67,40650.0,39858.33,38308.33,40466.67,44191.67,40991.67,32041.67,32824.3
          Financial Investments and Related Activities incl,82525.0,82900.0,83166.67,85375.0,87966.67,90941.67,92833.33,94466.67,96700.0,97600.0,96700.0,97616.67,103700.0,106633.33,97569.44
            Securities and Commodity Contracts Intermediati,34258.33,33841.67,33425.0,33750.0,34075.0,34450.0,34183.33,33600.0,33450.0,32900.0,31275.0,31141.67,33058.33,34491.67,33945.83
            Other Financial Investment Activities including,48258.33,49041.67,49766.67,51425.0,53791.67,56383.33,58566.67,60691.67,63000.0,64458.33,65191.67,66475.0,70641.67,71841.67,63390.28
          Insurance Carriers and Related Activities,177516.67,177908.33,181091.67,183750.0,186466.67,196216.67,203041.67,203558.33,203125.0,202050.0,199025.0,198483.33,199808.33,194025.0,188602.78
            Insurance Carriers,87291.67,86458.33,88075.0,87591.67,83500.0,85350.0,86350.0,84416.67,82000.0,80591.67,80241.67,81341.67,84900.0,83200.0,84576.39
"            Agencies, Broker and Other Insurance Related Ac",90225.0,91450.0,93016.67,96158.33,102966.67,110866.67,116691.67,119141.67,121125.0,121458.33,118783.33,117141.67,114908.33,110825.0,104026.39
          Real Estate and Rental and Leasing,248550.0,247391.67,251125.0,259266.67,265775.0,272283.33,278316.67,285550.0,294950.0,302808.33,282308.33,289483.33,305525.0,304725.0,282567.36
          Real Estate,187516.67,187708.33,190500.0,197650.0,203983.33,207391.67,212250.0,218783.33,226891.67,233033.33,227233.33,233283.33,240691.67,236975.0,216954.86
            Lessors of Real Estate,58983.33,58425.0,58458.33,59525.0,61366.67,62458.33,62916.67,62533.33,65566.67,67633.33,63441.67,62375.0,64300.0,65083.33,63746.53
            Offices of Real Estate Agents and Brokers,40216.67,39466.67,40466.67,43925.0,45625.0,45866.67,46750.0,48750.0,51200.0,53425.0,53358.33,58050.0,60508.33,56425.0,48266.67
            Activities Related to Real Estate,88316.67,89816.67,91575.0,94200.0,96991.67,99066.67,102583.33,107500.0,110125.0,111975.0,110433.33,112858.33,115883.33,115466.67,104941.67
          Rental and Leasing Services,58141.67,56800.0,57725.0,58716.67,59116.67,62308.33,63441.67,64116.67,65716.67,67458.33,53075.0,54250.0,62550.0,65466.67,62950.0
            Auto Equipment Rental and Leasing,18108.33,18016.67,18941.67,19758.33,20716.67,23200.0,23716.67,24283.33,24908.33,25700.0,20600.0,19825.0,22150.0,23775.0,21803.47
            Consumer Goods Rental,21408.33,19583.33,18558.33,18133.33,16808.33,16616.67,16833.33,16441.67,16208.33,16416.67,11141.67,12033.33,14508.33,14858.33,16924.3
            General Rental Centers,4125.0,4016.67,3825.0,3808.33,3675.0,3425.0,3425.0,3333.33,3200.0,2991.67,2375.0,2558.33,2825.0,2833.33,3454.17
            Commercial and Industrial Machinery and Equipme,14500.0,15183.33,16400.0,17016.67,17916.67,19066.67,19466.67,20058.33,21400.0,22350.0,18958.33,19833.33,23066.67,24000.0,20768.06
      Professional and Business Services,2082975.0,2141208.33,2249275.0,2347866.67,2427608.33,2492333.33,2534000.0,2585433.33,2672725.0,2726233.33,2603383.33,2712283.33,2853150.0,2775375.0,2552069.44
"        Professional, Scientific, and Technical Services",1012333.33,1045516.67,1097775.0,1135691.67,1166150.0,1191108.33,1211016.67,1237425.0,1281591.67,1331200.0,1301400.0,1345400.0,1427108.33,1416825.0,1280505.56
          Legal Services,131108.33,131491.67,132208.33,133358.33,133075.0,135200.0,137908.33,139416.67,141650.0,143750.0,140641.67,142525.0,145866.67,147858.33,142545.14
"            Accounting, Tax Preparation, Bookkeeping, and P",112591.67,115183.33,120300.0,123775.0,125758.33,128525.0,124891.67,125041.67,129258.33,132158.33,126658.33,131783.33,144366.67,145250.0,137309.03
"            Architectural, Engineering, and Related Service",152375.0,153066.67,156516.67,159658.33,163508.33,163941.67,168291.67,173208.33,180050.0,186191.67,183641.67,186608.33,193175.0,191408.33,178310.42
          Specialized Design Services,19283.33,19750.0,19733.33,20725.0,22216.67,22808.33,23341.67,23925.0,24391.67,24783.33,22533.33,24283.33,26883.33,26383.33,23534.03
            Computer Systems Design and Related Services,198016.67,210983.33,226491.67,241866.67,261508.33,282958.33,293733.33,309191.67,322850.0,339475.0,336675.0,338100.0,350550.0,341208.33,289913.89
"            Management, Scientific, and Technical Consultin",166975.0,176458.33,194775.0,204125.0,202350.0,195250.0,200016.67,199333.33,203950.0,211083.33,203100.0,213591.67,230291.67,226158.33,210290.28
            Scientific Research and Development Services,113791.67,115741.67,120983.33,123308.33,125616.67,129500.0,125850.0,129566.67,139616.67,152475.0,159100.0,173483.33,190333.33,193116.67,160528.47
"            Advertising, Public Relations, and Related Serv",56333.33,58916.67,60266.67,61908.33,63891.67,64933.33,66258.33,65575.0,65541.67,65408.33,56575.0,57558.33,63025.0,62725.0,62626.39
"            Other Professional, Scientific, and Technical S",61858.33,63925.0,66500.0,66966.67,68225.0,67991.67,70725.0,72166.67,74283.33,75875.0,72475.0,77466.67,82616.67,82716.67,75447.92
        Management of Companies and Enterprises,209675.0,214700.0,221166.67,233016.67,237500.0,239383.33,238725.0,249175.0,258141.67,258133.33,245416.67,244666.67,245925.0,242441.67,233438.19
        Administrative and Support and Waste and Remediatio,860966.67,880991.67,930333.33,979158.33,1023958.33,1061841.67,1084258.33,1098833.33,1132991.67,1136900.0,1056566.67,1122216.67,1180116.67,1116108.33,1038125.69
          Administrative and Support Services,820608.33,839541.67,887500.0,934183.33,977375.0,1014441.67,1036116.67,1049141.67,1080975.0,1083700.0,1004425.0,1068675.0,1123733.33,1056400.0,984809.03
            Office Administrative Services,70475.0,69858.33,71566.67,74925.0,73558.33,72566.67,74083.33,73658.33,72075.0,73391.67,68883.33,69700.0,68258.33,66141.67,68756.94
            Facilities Support Services,10133.33,8866.67,9366.67,10441.67,11141.67,11825.0,12050.0,11991.67,11866.67,11850.0,12891.67,15808.33,18925.0,20200.0,16170.83
            Employment Services,331816.67,344625.0,375633.33,405500.0,437566.67,459291.67,464141.67,466400.0,486541.67,476525.0,430691.67,487383.33,515491.67,445475.0,403353.47
            Business Support Services,56333.33,55450.0,56400.0,57275.0,58450.0,58633.33,59500.0,60325.0,60333.33,59233.33,53833.33,49441.67,47900.0,45558.33,49025.69
            Travel Arrangement and Reservation Services,20175.0,19416.67,19883.33,21250.0,22700.0,24408.33,25750.0,26300.0,26958.33,27800.0,20158.33,17325.0,20175.0,20975.0,20943.75
            Investigation and Security Services,111608.33,116883.33,121475.0,125208.33,131358.33,137300.0,141875.0,145491.67,150658.33,153233.33,146608.33,151275.0,162208.33,168175.0,151319.44
            Services to Buildings and Dwellings,195266.67,197500.0,202766.67,208450.0,212591.67,220866.67,228750.0,233541.67,240183.33,246908.33,242825.0,248475.0,257641.67,256825.0,243589.58
            Other Support Services,24800.0,26941.67,30408.33,31133.33,30008.33,29550.0,29966.67,31433.33,32358.33,34758.33,28533.33,29266.67,33133.33,33050.0,31649.31
          Waste Management and Remediation Services,40358.33,41450.0,42833.33,44975.0,46583.33,47400.0,48141.67,49691.67,52016.67,53200.0,52141.67,53541.67,56383.33,59708.33,53316.67
      Private Education and Health Services,2132058.33,2162925.0,2232850.0,2308883.33,2378175.0,2464825.0,2553216.67,2650641.67,2722525.0,2807608.33,2738366.67,2818025.0,2932591.67,3099975.0,2820649.3
        Private Educational Services,292775.0,307891.67,317275.0,327558.33,339725.0,347583.33,354850.0,363791.67,373825.0,383383.33,348008.33,355108.33,379016.67,399258.33,375602.08
            Private Elementary and Secondary Schools,63883.33,68391.67,71275.0,77883.33,84600.0,88241.67,90750.0,93550.0,95641.67,97800.0,90608.33,93333.33,97241.67,99991.67,91994.44
            Private Junior Colleges,7391.67,8191.67,7525.0,6258.33,5441.67,4233.33,3200.0,2483.33,2566.67,2633.33,2341.67,2575.0,2650.0,2533.33,4384.03
"            Private Colleges, Universities, and Professiona",128525.0,134258.33,138766.67,142641.67,146600.0,149491.67,151858.33,154866.67,158050.0,159066.67,150033.33,147691.67,151116.67,154925.0,150640.97
            Other Private School and Instruction,50333.33,53750.0,55475.0,57733.33,59608.33,61625.0,65341.67,68558.33,71533.33,76008.33,60808.33,65116.67,77566.67,87641.67,77058.33
        Health Care and Social Assistance,1839283.33,1855033.33,1915575.0,1981325.0,2038450.0,2117241.67,2198366.67,2286850.0,2348700.0,2424225.0,2390358.33,2462916.67,2553575.0,2700716.67,2445047.22
            Ambulatory Health Care Services,643933.33,662525.0,687333.33,707241.67,727541.67,759266.67,786366.67,813725.0,839116.67,872391.67,850475.0,907675.0,939041.67,977108.33,868522.92
               Offices of Physicians,194816.67,200675.0,208050.0,212525.0,218683.33,230283.33,237600.0,240466.67,240241.67,242391.67,236883.33,247108.33,252591.67,260875.0,238854.17
               Offices of Dentists,111375.0,113150.0,115208.33,117708.33,120658.33,123616.67,126500.0,128775.0,131633.33,135225.0,117416.67,134025.0,136883.33,137766.67,127000.0
               Offices of Other Health Practitioners,63766.67,65075.0,67650.0,70266.67,73425.0,79475.0,84666.67,91625.0,98141.67,105850.0,100875.0,112191.67,121708.33,129608.33,106406.94
               Outpatient Care Centers,154250.0,159591.67,165241.67,169475.0,174291.67,181141.67,191650.0,201850.0,213183.33,225358.33,228700.0,236108.33,243075.0,255783.33,222362.5
            Medical and Diagnostic Laboratories,30658.33,30841.67,31633.33,32133.33,32600.0,33850.0,34241.67,35283.33,36050.0,37833.33,37500.0,41866.67,44375.0,41675.0,37263.89
               Home Health Care Services,64991.67,68216.67,74083.33,79250.0,81725.0,83975.0,83516.67,86983.33,90766.67,95591.67,99691.67,106533.33,109150.0,116791.67,104955.56
               Other Ambulatory Health Care Services,24075.0,24975.0,25466.67,25883.33,26158.33,26925.0,28191.67,28741.67,29100.0,30141.67,29408.33,29841.67,31258.33,34608.33,31679.86
            Hospitals,370908.33,371291.67,374100.0,371600.0,372875.0,377100.0,388308.33,396533.33,400733.33,404541.67,401108.33,399408.33,403841.67,415983.33,403547.92
            General Medical and Surgical Hospitals,349383.33,348233.33,350633.33,348925.0,349966.67,353841.67,363816.67,370016.67,373591.67,376783.33,373116.67,370508.33,373633.33,383475.0,374470.14
            Psychiatric and Substance Abuse Hospitals,6341.67,6800.0,7066.67,7008.33,6975.0,6966.67,7616.67,8400.0,8375.0,8391.67,8283.33,8441.67,8483.33,8758.33,8007.64
            Specialty (except Psychiatric and Substance Abu,15183.33,16258.33,16400.0,15666.67,15933.33,16291.67,16875.0,18116.67,18766.67,19366.67,19708.33,20458.33,21725.0,23750.0,21070.14
          Nursing and Residential Care Facilities,248900.0,256050.0,260875.0,269125.0,279125.0,287333.33,292533.33,297816.67,301858.33,306733.33,297908.33,288625.0,292608.33,311533.33,300214.58
            Nursing Care Facilities (Skilled Nursing Facili,119616.67,121916.67,122533.33,127533.33,132700.0,134758.33,136925.0,137241.67,138183.33,140058.33,132525.0,127891.67,128966.67,138591.67,137458.33
            Residential Intellectual and Developmental Disa,45341.67,46291.67,46458.33,46516.67,47708.33,50591.67,52100.0,53966.67,55116.67,55966.67,56658.33,56275.0,58258.33,61966.67,57418.06
            Continuing Care Retirement Communities and Assi,69108.33,73166.67,77400.0,80891.67,84541.67,88300.0,90241.67,93325.0,95808.33,98491.67,96966.67,92800.0,94041.67,99108.33,92425.7
               Other Residential Care Facilities,14833.33,14675.0,14483.33,14183.33,14175.0,13683.33,13266.67,13283.33,12750.0,12216.67,11758.33,11658.33,11341.67,11866.67,12912.5
            Social Assistance,575541.67,565166.67,593266.67,633358.33,658908.33,693541.67,731158.33,778775.0,806991.67,840558.33,840866.67,867208.33,918083.33,996091.67,872761.81
            Individual and Family Services,461458.33,451175.0,478733.33,516400.0,539600.0,571558.33,605216.67,647800.0,674000.0,704316.67,722583.33,743966.67,785883.33,855100.0,738405.56
"            Community Food and Housing, and Emergency and O",15925.0,16241.67,16583.33,17091.67,17750.0,18841.67,19616.67,20458.33,20891.67,22241.67,23891.67,26558.33,27825.0,29683.33,25224.31
               Vocational Rehabilitation Services,34450.0,34041.67,34375.0,35358.33,35366.67,35025.0,35833.33,37583.33,36691.67,36150.0,30500.0,29150.0,30458.33,32141.67,34290.97
               Child Day Care Services,63708.33,63708.33,63575.0,64508.33,66191.67,68116.67,70491.67,72933.33,75408.33,77850.0,63891.67,67533.33,73916.67,79166.67,74840.97
      Leisure and Hospitality,1501025.0,1535050.0,1597525.0,1675200.0,1756966.67,1828825.0,1902083.33,1952358.33,1991666.67,2034258.33,1481758.33,1641375.0,1931208.33,2010608.33,1856272.22
"         Arts, Entertainment, and Recreation",242141.67,245841.67,254908.33,264933.33,274741.67,284983.33,300041.67,306858.33,316275.0,329916.67,207800.0,239150.0,308008.33,332900.0,306997.22
"          Performing Arts, Spectator Sports, and Related In",59425.0,60391.67,62200.0,65058.33,68350.0,68891.67,75091.67,76325.0,79266.67,83191.67,59416.67,67133.33,87133.33,90966.67,78093.75
              Performing Arts Companies,13633.33,13858.33,13858.33,13925.0,14133.33,14133.33,14883.33,15200.0,15133.33,15533.33,9616.67,10966.67,16283.33,17308.33,15817.36
              Spectator Sports,14816.67,14608.33,15341.67,15141.67,14816.67,15233.33,15466.67,15925.0,16700.0,16825.0,10766.67,13033.33,15775.0,17383.33,17560.42
"            Independent Artists, Writers, and Performers",14983.33,15950.0,16208.33,16433.33,15866.67,14758.33,14858.33,14758.33,14991.67,16200.0,15050.0,17308.33,20125.0,19225.0,17170.14
"          Museums, Historical Sites, and Similar Institutio",15200.0,15541.67,16225.0,16791.67,17375.0,17966.67,18825.0,19375.0,19725.0,20233.33,15883.33,15950.0,18483.33,20225.0,18886.11
"          Amusement, Gambling, and Recreation Industries",167516.67,169908.33,176483.33,183083.33,189016.67,198125.0,206125.0,211158.33,217283.33,226491.67,132500.0,156066.67,202391.67,221708.33,210017.36
            Amusement Parks and Arcades,34858.33,36225.0,39483.33,42133.33,43308.33,45508.33,46708.33,45991.67,47891.67,50183.33,22708.33,30016.67,46391.67,51866.67,48934.03
            Gambling Industries,13883.33,13750.0,14166.67,14225.0,14525.0,15291.67,16083.33,16883.33,16666.67,16250.0,8150.0,10783.33,14041.67,16183.33,15795.83
            Other Amusement and Recreation Industries,118775.0,119933.33,122833.33,126725.0,131183.33,137325.0,143333.33,148283.33,152725.0,160058.33,101641.67,115266.67,141958.33,153658.33,145287.5
        Accommodation and Food Services,1258883.33,1289208.33,1342616.67,1410266.67,1482225.0,1543841.67,1602041.67,1645500.0,1675391.67,1704341.67,1273958.33,1402225.0,1623200.0,1677708.33,1549275.0
            Accommodation,196525.0,199316.67,202266.67,207625.0,212841.67,218700.0,223041.67,226191.67,230400.0,235133.33,152275.0,153650.0,196966.67,213850.0,212722.92
          Food Services and Drinking Places,1062358.33,1089891.67,1140350.0,1202641.67,1269383.33,1325141.67,1379000.0,1419308.33,1444991.67,1469208.33,1121683.33,1248575.0,1426233.33,1463858.33,1336552.08
              Full-Service Restaurants,512458.33,527433.33,556116.67,581566.67,605483.33,625475.0,643941.67,652316.67,654491.67,655508.33,434683.33,506316.67,601250.0,614425.0,588896.53
               Limited-Service Restaurants and Other Eating,478325.0,488283.33,507241.67,537666.67,574075.0,605000.0,635341.67,663141.67,683133.33,701716.67,625108.33,667758.33,721383.33,736458.33,646349.31
              Special Food Services,46966.67,49341.67,51258.33,56266.67,60916.67,65133.33,68950.0,71233.33,73941.67,76750.0,44608.33,51300.0,70575.0,78475.0,70145.83
              Drinking Places (Alcoholic Beverages),24608.33,24833.33,25733.33,27141.67,28908.33,29533.33,30766.67,32616.67,33425.0,35233.33,17283.33,23200.0,33025.0,34500.0,31160.42
      Other Services,483716.67,492466.67,503683.33,515650.0,534966.67,543866.67,553925.0,563975.0,571975.0,576525.0,477666.67,506591.67,564775.0,587916.67,560390.28
          Repair and Maintenance,135975.0,137966.67,140400.0,144216.67,149033.33,152683.33,155458.33,158991.67,159583.33,158225.0,143291.67,149300.0,157891.67,162050.0,155499.31
            Automotive Repair and Maintenance,100741.67,101891.67,104283.33,107583.33,111258.33,113933.33,116950.0,120758.33,121466.67,119825.0,108166.67,113391.67,121441.67,125308.33,118613.19
            Commercial and Industrial Machinery and Equipme,15716.67,16466.67,16933.33,17391.67,18383.33,19008.33,18666.67,18391.67,18350.0,18650.0,17183.33,17200.0,17441.67,17975.0,17682.64
            Personal and Household Goods Repair and Mainten,7300.0,7358.33,7650.0,7966.67,8383.33,8766.67,8816.67,8950.0,9116.67,9166.67,8383.33,9008.33,9558.33,9766.67,9146.53
          Personal and Laundry Services,139150.0,142608.33,148600.0,154700.0,162183.33,168316.67,173850.0,177125.0,181650.0,187241.67,131916.67,153550.0,185116.67,193075.0,177703.47
          Personal Care Services,58883.33,61150.0,64816.67,67666.67,71600.0,75166.67,78883.33,81741.67,84816.67,89216.67,56400.0,73750.0,92708.33,97025.0,85026.39
            Drycleaning and Laundry Services,33925.0,33525.0,33858.33,34033.33,34200.0,34616.67,34866.67,34650.0,34550.0,34758.33,27583.33,27100.0,29808.33,30691.67,32636.81
          Other Personal Services,36858.33,38100.0,39825.0,42633.33,45966.67,47800.0,49208.33,49808.33,51141.67,52016.67,37050.0,41291.67,50783.33,53325.0,48790.28
"          Religious, Grantmaking, Civic, Professional, and ",208591.67,211891.67,214683.33,216733.33,223750.0,222866.67,224616.67,227858.33,230741.67,231058.33,202458.33,203741.67,221766.67,232791.67,227187.5
          Religious Organizations,90725.0,92341.67,90666.67,90833.33,94408.33,94300.0,93150.0,94333.33,94500.0,92141.67,82183.33,82058.33,86375.0,87166.67,89272.92
            Grantmaking and Giving Services,21575.0,22366.67,23025.0,22758.33,23208.33,23475.0,23791.67,25141.67,25908.33,26658.33,25208.33,26575.0,28725.0,30333.33,27069.44
          Social Advocacy Organizations,20891.67,20883.33,22583.33,23483.33,23283.33,22900.0,24100.0,25458.33,26883.33,28041.67,28258.33,30091.67,32225.0,34783.33,29960.42
            Civic and Social Organizations,35591.67,36908.33,37691.67,39108.33,40866.67,40733.33,41208.33,41566.67,41941.67,43125.0,29041.67,27925.0,35525.0,40600.0,40297.22
"            Business, Professional, Labor, Political, and S",39808.33,39391.67,40716.67,40550.0,41983.33,41458.33,42366.67,41358.33,41508.33,41091.67,37766.67,37091.67,38916.67,39908.33,40587.5
      Government,2448416.67,2404900.0,2376258.33,2374300.0,2413975.0,2462958.33,2515716.67,2554216.67,2581583.33,2597400.0,2493258.33,2469525.0,2533533.33,2603658.33,2554312.5
        Federal Government,268400.0,255233.33,250550.0,245550.0,242475.0,244350.0,247558.33,248183.33,246233.33,248175.0,259941.67,251391.67,247783.33,250375.0,252817.36
          Federal Government excluding Department of Defense,207416.67,193050.0,189216.67,185425.0,184241.67,185241.67,187091.67,187416.67,185158.33,185475.0,195133.33,186983.33,185916.67,189275.0,191879.17
          Department of Defense,60983.33,62183.33,61333.33,60125.0,58233.33,59108.33,60466.67,60766.67,61075.0,62700.0,64808.33,64408.33,61866.67,61100.0,60938.19
        Total State and Local Government,2180016.67,2149666.67,2125708.33,2128750.0,2171500.0,2218608.33,2268158.33,2306033.33,2335350.0,2349225.0,2233316.67,2218133.33,2285750.0,2353283.33,2301495.14
          State Government,483491.67,485416.67,482166.67,484250.0,496708.33,509375.0,519733.33,527958.33,534025.0,533425.0,528516.67,534658.33,543300.0,557000.0,534852.78
          State Government Educational Services,218391.67,223041.67,225866.67,230733.33,238066.67,246225.0,254025.0,260591.67,263250.0,257625.0,249133.33,244508.33,242791.67,251108.33,246225.0
            State Government Excluding Education,265100.0,262375.0,256300.0,253516.67,258641.67,263150.0,265708.33,267366.67,270775.0,275800.0,279383.33,290150.0,300508.33,305891.67,288627.78
          Local Government,1696525.0,1664250.0,1643541.67,1644500.0,1674791.67,1709233.33,1748425.0,1778075.0,1801325.0,1815800.0,1704800.0,1683475.0,1742450.0,1796283.33,1766642.36
          Local Government Educational Services,918016.67,907658.33,894166.67,891825.0,907716.67,929458.33,952900.0,970300.0,982391.67,986616.67,903466.67,890016.67,937050.0,969291.67,958140.28
          Local Government excluding Educational Services,778508.33,756591.67,749375.0,752675.0,767075.0,779775.0,795525.0,807775.0,818933.33,829183.33,801333.33,793458.33,805400.0,826991.67,808502.08
            County Government,338391.67,327416.67,325000.0,326000.0,331066.67,336475.0,343466.67,348400.0,353483.33,356508.33,356666.67,353750.0,351775.0,353341.67,345422.92
            City Government,268425.0,260533.33,255416.67,253858.33,256825.0,260425.0,265150.0,269158.33,272083.33,275500.0,259708.33,253883.33,260608.33,272341.67,272154.86
            Special Districts,116783.33,114275.0,113525.0,115508.33,120591.67,125425.0,127425.0,128633.33,129658.33,131333.33,128008.33,127958.33,130100.0,133983.33,127981.94
             Indian Tribes,54925.0,54375.0,55433.33,57308.33,58591.67,57450.0,59483.33,61583.33,63708.33,65841.67,56950.0,57866.67,62916.67,67308.33,63027.78
